#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2016-03-12-19-00-04
ts	uid	id_orig_h	id_orig_p	id_resp_h	id_resp_p	trans_depth	method	host	uri	referrer	version	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
1457827817.674945	CxBj3N143l5DMGjwvg	10.180.226.118	36643	23.15.8.57	80	1	GET	g-ec2.images-amazon.com	/images/G/01/digital/video/roku/menuTiles_HD_17_rentorbuy._V288176997_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	7887	200	OK	-	-	-	(empty)	-	-	-	-	-	F3q9w3g8joHR5z7of	image/jpeg
1457827825.647514	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	1	GET	ecx.images-amazon.com	/images/I/71ryk8Vz+eL._UY500_UX667_UY200_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	14740	200	OK	-	-	-	(empty)	-	-	-	-	-	FfQrUH30B5U9fYe7M6	image/jpeg
1457827825.654386	CBG14q2sfgOq3n8xtb	10.180.226.118	52324	54.240.190.213	80	1	GET	ecx.images-amazon.com	/images/I/91l947XGLAL._UY500_UX667_UY200_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16795	200	OK	-	-	-	(empty)	-	-	-	-	-	FRXAr03u4QbRIKBahb	image/jpeg
1457827825.648049	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	1	GET	ecx.images-amazon.com	/images/I/81fyoUR9+7L._UY500_UX667_UY200_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	18470	200	OK	-	-	-	(empty)	-	-	-	-	-	FcIQquKaQxsq1jf89	image/jpeg
1457827825.652475	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	1	GET	ecx.images-amazon.com	/images/I/91LWA1-pyhL._UY500_UX667_PJStripe-Prime-Only-500px,TopLeft,0,0_UY200_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	15589	200	OK	-	-	-	(empty)	-	-	-	-	-	FiTDD02PzAytNe8hdi	image/jpeg
1457827825.886592	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	2	GET	ecx.images-amazon.com	/images/I/91cAkLfH3lL._UY500_UX667_PJStripe-Prime-Only-500px,TopLeft,0,0_UY200_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	18226	200	OK	-	-	-	(empty)	-	-	-	-	-	FkZyA73uYqiODrjn9e	image/jpeg
1457827825.889425	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	2	GET	ecx.images-amazon.com	/images/I/A1drYPnu8xL._UY500_UX667_PJStripe-Prime-Only-500px,TopLeft,0,0_UY200_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	22367	200	OK	-	-	-	(empty)	-	-	-	-	-	F3wB2U3iFHtbxXwMA5	image/jpeg
1457827826.278576	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	2	GET	ecx.images-amazon.com	/images/I/819qjwSr+0L._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	15357	200	OK	-	-	-	(empty)	-	-	-	-	-	FLf2slQL4dnLKQV7g	image/jpeg
1457827826.284312	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	3	GET	ecx.images-amazon.com	/images/I/91KChHnzP4L._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	19256	200	OK	-	-	-	(empty)	-	-	-	-	-	FWTIHr15PfnOyiH9h2	image/jpeg
1457827826.291582	CBG14q2sfgOq3n8xtb	10.180.226.118	52324	54.240.190.213	80	2	GET	ecx.images-amazon.com	/images/I/91kXnhpOVdL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	17221	200	OK	-	-	-	(empty)	-	-	-	-	-	FwFAGrJtpBV24wyZi	image/jpeg
1457827826.294578	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	3	GET	ecx.images-amazon.com	/images/I/91JEsZvRssL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	23614	200	OK	-	-	-	(empty)	-	-	-	-	-	FlKjNu40Ln5LfKQjzf	image/jpeg
1457827826.717670	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	4	GET	ecx.images-amazon.com	/images/I/91XMRw-K7wL._UY500_UX667_UY200_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	19365	200	OK	-	-	-	(empty)	-	-	-	-	-	F1mr9k2KNGqjuLejGe	image/jpeg
1457827826.712685	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	3	GET	ecx.images-amazon.com	/images/I/71Y+7ParCzL._UY500_UX375_PJStripe-Prime-Only-500px,TopLeft,0,0_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	18960	200	OK	-	-	-	(empty)	-	-	-	-	-	F2eCXl1jkDDSkEJsXk	image/jpeg
1457827829.631897	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	5	GET	ecx.images-amazon.com	/images/I/91d1WPID97L._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	20870	200	OK	-	-	-	(empty)	-	-	-	-	-	FYp0qs1EgjmazYgeY	image/jpeg
1457827829.615172	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	4	GET	ecx.images-amazon.com	/images/I/91VyigZeIzL._UY500_UX375_PJStripe-Prime-Only-500px,TopLeft,0,0_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	17463	200	OK	-	-	-	(empty)	-	-	-	-	-	Fos8pa38LaXMrhbHSb	image/jpeg
1457827829.622537	CBG14q2sfgOq3n8xtb	10.180.226.118	52324	54.240.190.213	80	3	GET	ecx.images-amazon.com	/images/I/712+aDazuaL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	14551	200	OK	-	-	-	(empty)	-	-	-	-	-	FOGGag2djEkORnu716	image/jpeg
1457827829.625405	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	4	GET	ecx.images-amazon.com	/images/I/71qwSlVPrxL._UY500_UX375_PJStripe-Prime-Only-500px,TopLeft,0,0_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	22197	200	OK	-	-	-	(empty)	-	-	-	-	-	Fzxky24LqUq7L3Z8e	image/jpeg
1457827817.678225	C6UJII1a63GJLUFdW7	10.180.226.118	36644	23.15.8.57	80	1	GET	g-ec2.images-amazon.com	/images/G/01/digital/video/roku/client/menuTiles_HD_10_Amz_music._V328056454_.png	-	-	Roku/DVP-7.0 (037.00E09044A)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1457827817.731954	C6UJII1a63GJLUFdW7	10.180.226.118	36644	23.15.8.57	80	2	GET	g-ec2.images-amazon.com	/images/G/01/digital/video/roku/client/menuTiles_HD_03_YWL._V328056449_.png	-	-	Roku/DVP-7.0 (037.00E09044A)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1457827817.676972	CN2kJa4hItBV7ov9H5	10.180.226.118	60355	23.15.8.25	80	1	GET	g-ec2.images-amazon.com	/images/G/01/digital/video/roku/client/menuTiles_HD_04_YVL._V328056459_.png	-	-	Roku/DVP-7.0 (037.00E09044A)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	-	-
1457827821.984918	CxBj3N143l5DMGjwvg	10.180.226.118	36643	23.15.8.57	80	2	GET	g-ec2.images-amazon.com	/images/G/01/digital/video/roku/client/menuTiles_HD_11_helpSettings._V328056455_.png	-	-	Roku/DVP-7.0 (037.00E09044A)	0	0	-	-	-	-	-	(empty)	-	-	-	-	-	F3q9w3g8joHR5z7of	-
1457827832.319359	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	5	GET	ecx.images-amazon.com	/images/I/61J6mnsNu3L._UY500_UX375_PJStripe-Prime-Only-500px,TopLeft,0,0_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	11456	200	OK	-	-	-	(empty)	-	-	-	-	-	FQKcqC2r2ZlK1Xkdv9	image/jpeg
1457827832.324151	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	5	GET	ecx.images-amazon.com	/images/I/81PIScgt1tL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	17529	200	OK	-	-	-	(empty)	-	-	-	-	-	F43G9s1rU7krwxhfc9	image/jpeg
1457827832.336679	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	6	GET	ecx.images-amazon.com	/images/I/81cNG4C0TXL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	17348	200	OK	-	-	-	(empty)	-	-	-	-	-	FGWX1o1vNuWJZymNNb	image/jpeg
1457827832.344356	CBG14q2sfgOq3n8xtb	10.180.226.118	52324	54.240.190.213	80	4	GET	ecx.images-amazon.com	/images/I/71VlAZuDb-L._UY500_UX375_PJStripe-Prime-Only-500px,TopLeft,0,0_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	12653	200	OK	-	-	-	(empty)	-	-	-	-	-	FXLDJ421uZMUo0hqM1	image/jpeg
1457827832.433285	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	6	GET	ecx.images-amazon.com	/images/I/7186nuZR9GL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	20011	200	OK	-	-	-	(empty)	-	-	-	-	-	FuxgUg3dwcdISIS85c	image/jpeg
1457827835.956262	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	6	GET	ecx.images-amazon.com	/images/I/91XsRO228iL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	21580	200	OK	-	-	-	(empty)	-	-	-	-	-	FvJx6743tUFiuBmtla	image/jpeg
1457827835.968953	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	7	GET	ecx.images-amazon.com	/images/I/81wwBkqpTVL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	18663	200	OK	-	-	-	(empty)	-	-	-	-	-	FSY4Ys4PFLBs3Arc0h	image/jpeg
1457827835.993129	CBG14q2sfgOq3n8xtb	10.180.226.118	52324	54.240.190.213	80	5	GET	ecx.images-amazon.com	/images/I/91kp-DL8ccL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	24498	200	OK	-	-	-	(empty)	-	-	-	-	-	FQ72KX2QAdGZKbFy94	image/jpeg
1457827836.053542	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	7	GET	ecx.images-amazon.com	/images/I/81ggqRFCvCL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	13875	200	OK	-	-	-	(empty)	-	-	-	-	-	FclnfH3bt4nO0SxIB5	image/jpeg
1457827836.155724	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	8	GET	ecx.images-amazon.com	/images/I/81RVNF7xAiL._UY500_UX375_PJStripe-Prime-Only-500px,TopLeft,0,0_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	20748	200	OK	-	-	-	(empty)	-	-	-	-	-	FJdB7t34Ox4GmKt0yi	image/jpeg
1457827839.636120	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	7	GET	ecx.images-amazon.com	/images/I/9147SGjSv7L._UY500_UX375_PJStripe-Prime-Only-500px,TopLeft,0,0_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	22190	200	OK	-	-	-	(empty)	-	-	-	-	-	FkgCcZq2QA9x4ceLh	image/jpeg
1457827839.642653	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	9	GET	ecx.images-amazon.com	/images/I/91MxZpiV8HL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	16581	200	OK	-	-	-	(empty)	-	-	-	-	-	FHCwu52GOL9DhYuAf	image/jpeg
1457827839.633205	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	8	GET	ecx.images-amazon.com	/images/I/91xmnn+uouL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	25459	200	OK	-	-	-	(empty)	-	-	-	-	-	FGTWNJ3s00nMpgJZo	image/jpeg
1457827839.641033	CBG14q2sfgOq3n8xtb	10.180.226.118	52324	54.240.190.213	80	6	GET	ecx.images-amazon.com	/images/I/51tpgPshMPL._UY500_UX375_PJStripe-Prime-Only-500px,TopLeft,0,0_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	18763	200	OK	-	-	-	(empty)	-	-	-	-	-	FZbcQa1oPLTRdiWk7i	image/jpeg
1457827839.764797	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	9	GET	ecx.images-amazon.com	/images/I/818tmuLPelL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	14393	200	OK	-	-	-	(empty)	-	-	-	-	-	F9vsgp11elP1uFnGn9	image/jpeg
1457827842.440921	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	10	GET	ecx.images-amazon.com	/images/I/914YFq1fHGL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	23987	200	OK	-	-	-	(empty)	-	-	-	-	-	FKTyHF2NYGdpLYMP3a	image/jpeg
1457827842.423778	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	8	GET	ecx.images-amazon.com	/images/I/A1pJAxRDCiL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	17622	200	OK	-	-	-	(empty)	-	-	-	-	-	FLNXBFqZemfA91eag	image/jpeg
1457827842.443503	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	10	GET	ecx.images-amazon.com	/images/I/91qrlUt+CiL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	14382	200	OK	-	-	-	(empty)	-	-	-	-	-	F9wSzT3kEqCWgT4Nfb	image/jpeg
1457827842.443738	CBG14q2sfgOq3n8xtb	10.180.226.118	52324	54.240.190.213	80	7	GET	ecx.images-amazon.com	/images/I/813NUddxTDL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	20758	200	OK	-	-	-	(empty)	-	-	-	-	-	Fp81yL7A9iXXNaGO5	image/jpeg
1457827842.620918	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	9	GET	ecx.images-amazon.com	/images/I/81muoF6YUtL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	22812	200	OK	-	-	-	(empty)	-	-	-	-	-	FjlHfo45EnUEXaxSb	image/jpeg
1457827845.268330	C6q2U31pIyL6WMgZld	10.180.226.118	52321	54.240.190.213	80	11	GET	ecx.images-amazon.com	/images/I/91Og4xo6TiL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	25468	200	OK	-	-	-	(empty)	-	-	-	-	-	FZm1Gd2fKelb45ZpK9	image/jpeg
1457827845.283838	CBG14q2sfgOq3n8xtb	10.180.226.118	52324	54.240.190.213	80	8	GET	ecx.images-amazon.com	/images/I/91M4yTTFFnL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	21495	200	OK	-	-	-	(empty)	-	-	-	-	-	FHYnsV25tvQd8Vtdng	image/jpeg
1457827845.259711	CKfl2n3wVg83cKNjc2	10.180.226.118	51970	54.240.190.164	80	11	GET	ecx.images-amazon.com	/images/I/81-owgLt1NL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	13298	200	OK	-	-	-	(empty)	-	-	-	-	-	FJ2BOv2VykfAoACAMd	image/jpeg
1457827845.293818	Cjin471vH093kyye3	10.180.226.118	53354	54.240.190.175	80	10	GET	ecx.images-amazon.com	/images/I/917ttd6dXXL._UY500_UX375_UY275_RI_.jpg	-	1.1	Roku/DVP-7.0 (037.00E09044A)	0	19291	200	OK	-	-	-	(empty)	-	-	-	-	-	F85GoC29js5VzVBA9e	image/jpeg
